Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
353,2891776,215.894373,0.7024,0.4684,0.5180,3837.12,9.0
354,2899968,213.050888,0.4391,0.4805,0.5158,3936.59,13.625
355,2908160,220.408379,0.3681,0.4981,0.5226,4080.81,6.8125
356,2916352,213.784551,0.6990,0.4660,0.5295,3817.54,10.625
357,2924544,215.628268,0.5615,0.5003,0.5185,4098.81,7.4375
358,2932736,211.504507,0.5012,0.4731,0.5249,3875.86,11.25
359,2940928,217.291763,0.2932,0.4804,0.4928,3935.66,14.0
360,2949120,199.268226,0.6540,0.5270,0.5270,4317.54,7.875
361,2957312,189.470475,0.6853,0.4565,0.4919,3739.94,10.9375
362,2965504,188.402531,0.4145,0.4849,0.5275,3972.29,10.875
363,2973696,189.381094,0.5723,0.5013,0.5346,4106.61,6.875
364,2981888,190.210960,0.6070,0.5675,0.5215,4649.16,8.1875
365,2990080,198.983521,0.3064,0.5228,0.5281,4283.15,8.0625
366,2998272,200.813107,0.4865,0.4580,0.5118,3752.02,10.9375
367,3006464,230.135373,0.6641,0.5555,0.5366,4550.46,5.3125
368,3014656,234.598073,0.6774,0.5287,0.5070,4331.44,9.625
369,3022848,237.566241,0.3522,0.4058,0.4990,3324.44,14.8125
370,3031040,238.357089,0.6841,0.5825,0.5376,4771.60,4.125
371,3039232,207.060264,0.2556,0.4426,0.4917,3625.94,16.125
372,3047424,206.848181,0.5342,0.5636,0.5237,4617.25,11.9375
373,3055616,233.526543,0.2862,0.3994,0.5005,3271.86,8.125
374,3063808,234.229694,0.4611,0.5349,0.4925,4382.07,15.5
375,3072000,222.637574,0.2059,0.4867,0.5281,3986.95,4.8125
376,3080192,202.039144,0.4752,0.4919,0.5063,4029.24,13.625
377,3088384,203.012579,0.4441,0.5216,0.5379,4272.85,6.75
378,3096576,193.905111,0.6525,0.6010,0.5281,4923.34,6.1875
379,3104768,200.731163,0.5700,0.4570,0.5235,3743.61,11.3125
380,3112960,200.226018,0.8030,0.5345,0.5474,4378.89,6.75
